sequence_id,model,cross_entropy,perplexity
seq0679,baseline,1.3877639,4.0058823
seq0680,baseline,1.3944787,4.0328717
seq0681,baseline,1.3869238,4.0025187
seq0682,baseline,1.3785884,3.9692945
seq0683,baseline,1.3779446,3.96674
seq0684,baseline,1.3908429,4.0182357
seq0685,baseline,1.3826464,3.985435
seq0686,baseline,1.3898371,4.014196
seq0687,baseline,1.3763251,3.960321
seq0688,baseline,1.3833325,3.9881701
seq0689,baseline,1.3813785,3.9803848
seq0690,baseline,1.3842185,3.9917052
seq0691,baseline,1.3808534,3.9782953
seq0692,baseline,1.3837792,3.9899518
seq0693,baseline,1.3833181,3.9881127
seq0694,baseline,1.3871824,4.0035534
seq0695,baseline,1.3925902,4.0252624
seq0696,baseline,1.3853778,3.9963353
seq0697,baseline,1.3861382,3.9993756
seq0698,baseline,1.3873534,4.0042386
seq0699,baseline,1.3734038,3.9487686
seq0700,baseline,1.3720518,3.9434335
seq0701,baseline,1.381294,3.9800484
seq0702,baseline,1.3888419,4.010203
seq0703,baseline,1.3938866,4.030484
seq0704,baseline,1.3819834,3.9827933
seq0705,baseline,1.3850214,3.9949112
seq0706,baseline,1.3869097,4.002462
seq0707,baseline,1.3935105,4.028969
seq0708,baseline,1.3818569,3.9822893
seq0709,baseline,1.3765165,3.961079
seq0710,baseline,1.3878989,4.006423
seq0711,baseline,1.385086,3.9951696
seq0712,baseline,1.3792361,3.9718666
seq0713,baseline,1.3838563,3.9902594
seq0714,baseline,1.390015,4.01491
seq0715,baseline,1.3842182,3.991704
seq0716,baseline,1.3821872,3.9836051
seq0717,baseline,1.3880246,4.0069265
seq0718,baseline,1.3921436,4.023465
seq0719,baseline,1.3862506,3.9998248
seq0720,baseline,1.379139,3.9714804
seq0721,baseline,1.3804374,3.9766405
seq0722,baseline,1.3887148,4.009693
seq0723,baseline,1.3862498,3.9998214
seq0724,baseline,1.3906175,4.01733
seq0725,baseline,1.3835329,3.9889693
seq0726,baseline,1.3935094,4.0289645
seq0727,baseline,1.3789042,3.9705484
seq0728,baseline,1.3858304,3.9981449
seq0729,baseline,1.3873577,4.004256
seq0730,baseline,1.3845972,3.993217
seq0731,baseline,1.3832353,3.9877825
seq0732,baseline,1.4006497,4.057835
seq0733,baseline,1.380857,3.9783094
seq0734,baseline,1.3850442,3.9950025
seq0735,baseline,1.3902196,4.015732
seq0736,baseline,1.3761451,3.9596086
seq0737,baseline,1.3809363,3.978625
seq0738,baseline,1.3873371,4.0041733
seq0739,baseline,1.387322,4.0041122
seq0740,baseline,1.3851331,3.9953575
seq0741,baseline,1.3808492,3.9782784
seq0742,baseline,1.3874705,4.0047073
seq0743,baseline,1.3920346,4.023027
seq0744,baseline,1.3956524,4.0376077
seq0745,baseline,1.3811454,3.979457
seq0746,baseline,1.3792367,3.9718685
seq0747,baseline,1.3844857,3.992772
seq0748,baseline,1.3887444,4.009812
seq0749,baseline,1.375161,3.9557137
seq0750,baseline,1.3863664,4.000288
seq0751,baseline,1.3993709,4.05265
seq0752,baseline,1.3781741,3.9676504
seq0753,baseline,1.3961786,4.039733
seq0754,baseline,1.3914702,4.020757
seq0755,baseline,1.381628,3.981378
seq0756,baseline,1.3866557,4.0014453
seq0757,baseline,1.3861499,3.9994223
seq0758,baseline,1.3877921,4.0059953
seq0759,baseline,1.3852463,3.99581
seq0760,baseline,1.3911372,4.0194187
seq0761,baseline,1.3860416,3.9989893
seq0762,baseline,1.388625,4.0093336
seq0763,baseline,1.3838503,3.9902358
seq0764,baseline,1.3809619,3.978727
seq0765,baseline,1.3803903,3.9764533
seq0766,baseline,1.391835,4.022224
seq0767,baseline,1.3870807,4.003146
seq0768,baseline,1.3826432,3.985422
seq0769,baseline,1.3828362,3.9861915
seq0770,baseline,1.3861973,3.999612
seq0771,baseline,1.3827244,3.9857457
seq0772,baseline,1.390412,4.0165043
seq0773,baseline,1.3760809,3.9593542
seq0774,baseline,1.3867805,4.001945
seq0775,baseline,1.3837384,3.9897892
seq0776,baseline,1.3915182,4.0209503
seq0777,baseline,1.3823456,3.984236
seq0778,baseline,1.3924208,4.024581
seq0779,baseline,1.384638,3.9933798
seq0780,baseline,1.3785046,3.968962
seq0781,baseline,1.3765029,3.9610252
seq0782,baseline,1.3899546,4.0146675
seq0783,baseline,1.3881892,4.007587
seq0784,baseline,1.3946017,4.0333676
seq0785,baseline,1.3906509,4.017464
seq0786,baseline,1.3837476,3.9898257
seq0787,baseline,1.3748765,3.9545882
seq0788,baseline,1.3862412,3.9997876
seq0789,baseline,1.3798956,3.9744868
seq0790,baseline,1.3834997,3.9888372
seq0791,baseline,1.3933308,4.028245
seq0792,baseline,1.3841656,3.9914942
seq0793,baseline,1.3827336,3.985782
seq0794,baseline,1.384121,3.9913156
seq0795,baseline,1.3909625,4.0187163
seq0796,baseline,1.3901726,4.0155435
seq0797,baseline,1.3746536,3.953707
seq0798,baseline,1.3903272,4.016164
seq0799,baseline,1.3803319,3.9762208
seq0800,baseline,1.3875476,4.005016
seq0801,baseline,1.3803673,3.9763618
seq0802,baseline,1.3873448,4.0042043
seq0803,baseline,1.3781695,3.9676323
seq0804,baseline,1.3786852,3.969679
seq0805,baseline,1.3789531,3.9707425
seq0806,baseline,1.3800884,3.9752533
seq0807,baseline,1.3868971,4.0024114
seq0808,baseline,1.3881844,4.0075674
seq0809,baseline,1.3940028,4.030953
seq0810,baseline,1.378779,3.9700513
seq0811,baseline,1.3797213,3.9737937
seq0812,baseline,1.3861483,3.9994159
seq0813,baseline,1.393011,4.026957
seq0814,baseline,1.3815839,3.9812026
seq0815,baseline,1.3724623,3.9450524
seq0816,baseline,1.3861316,3.9993494
seq0817,baseline,1.3753673,3.9565296
seq0818,baseline,1.3997763,4.054293
seq0819,baseline,1.3752474,3.9560552
seq0820,baseline,1.394927,4.0346804
seq0821,baseline,1.3817898,3.9820223
seq0822,baseline,1.3885556,4.0090556
seq0823,baseline,1.3857162,3.997688
seq0824,baseline,1.3811766,3.979581
seq0825,baseline,1.3779794,3.966878
seq0826,baseline,1.381692,3.9816332
seq0827,baseline,1.3899395,4.0146074
seq0828,baseline,1.3807756,3.9779859
seq0829,baseline,1.3848447,3.9942057
seq0830,baseline,1.3840997,3.9912307
seq0831,baseline,1.3807212,3.9777696
seq0832,baseline,1.3903282,4.0161676
seq0833,baseline,1.3966131,4.041489
seq0834,baseline,1.3834922,3.988807
seq0835,baseline,1.3808912,3.9784455
seq0836,baseline,1.3845607,3.9930713
seq0837,baseline,1.3765956,3.9613926
seq0838,baseline,1.3864264,4.0005283
seq0839,baseline,1.3888777,4.010347
seq0840,baseline,1.3880404,4.0069904
seq0841,baseline,1.39291,4.0265503
seq0842,baseline,1.3788352,3.9702744
seq0843,baseline,1.3862077,3.9996536
seq0844,baseline,1.3849802,3.9947472
seq0845,baseline,1.3801876,3.9756474
seq0846,baseline,1.3793796,3.9724362
seq0847,baseline,1.382887,3.9863935
seq0848,baseline,1.391408,4.020507
seq0849,baseline,1.3925651,4.0251617
seq0850,baseline,1.3845288,3.9929438
seq0851,baseline,1.381706,3.9816887
seq0852,baseline,1.388067,4.0070972
seq0853,baseline,1.3858459,3.9982064
seq0854,baseline,1.3772523,3.9639952
seq0855,baseline,1.3907897,4.018022
seq0856,baseline,1.3827418,3.9858148
seq0857,baseline,1.3817077,3.9816954
seq0858,baseline,1.3854349,3.9965637
seq0859,baseline,1.3770548,3.9632123
seq0860,baseline,1.3891261,4.011343
seq0861,baseline,1.3849958,3.994809
seq0862,baseline,1.3798165,3.9741728
seq0863,baseline,1.3886657,4.0094967
seq0864,baseline,1.3860742,3.999119
seq0865,baseline,1.3769512,3.9628015
seq0866,baseline,1.3789313,3.970656
seq0867,baseline,1.3862946,4.000001
seq0868,baseline,1.3834733,3.9887319
seq0869,baseline,1.3745768,3.9534035
seq0870,baseline,1.384374,3.9923263
seq0871,baseline,1.3901026,4.0152617
seq0872,baseline,1.3749944,3.9550545
seq0873,baseline,1.3743817,3.952632
seq0874,baseline,1.399549,4.0533714
seq0875,baseline,1.3799803,3.9748235
seq0876,baseline,1.3792993,3.972117
seq0877,baseline,1.3777766,3.9660738
seq0878,baseline,1.3873668,4.004292
seq0879,baseline,1.3941199,4.0314245
seq0880,baseline,1.379071,3.9712107
seq0881,baseline,1.3796476,3.9735014
seq0882,baseline,1.3827926,3.9860172
seq0883,baseline,1.3909259,4.018569
seq0884,baseline,1.3782268,3.9678593
seq0885,baseline,1.3903991,4.0164523
seq0886,baseline,1.3836129,3.9892883
seq0887,baseline,1.3805512,3.977093
seq0888,baseline,1.3860358,3.9989657
seq0889,baseline,1.390619,4.0173364
seq0890,baseline,1.3816268,3.9813735
seq0891,baseline,1.3862323,3.9997516
seq0892,baseline,1.373883,3.9506617
seq0893,baseline,1.3866531,4.001435
seq0894,baseline,1.3803312,3.9762182
seq0895,baseline,1.3809326,3.97861
seq0896,baseline,1.3838297,3.9901536
seq0897,baseline,1.3877823,4.0059566
seq0898,baseline,1.3877592,4.0058637
seq0899,baseline,1.3905666,4.0171256
seq0900,baseline,1.3838449,3.990214
seq0901,baseline,1.3857228,3.9977143
seq0902,baseline,1.3840399,3.9909923
seq0903,baseline,1.3882209,4.007714
seq0904,baseline,1.3762362,3.959969
seq0905,baseline,1.383675,3.9895363
seq0906,baseline,1.3855662,3.9970884
seq0907,baseline,1.3939352,4.03068
seq0908,baseline,1.3812735,3.9799669
seq0909,baseline,1.3880522,4.007038
seq0910,baseline,1.3763119,3.960269
seq0911,baseline,1.3826702,3.9855292
seq0912,baseline,1.3895301,4.012964
seq0913,baseline,1.3885678,4.0091043
seq0914,baseline,1.3763146,3.9602795
seq0915,baseline,1.3934499,4.028725
seq0916,baseline,1.3888108,4.010078
seq0917,baseline,1.3759605,3.958877
seq0918,baseline,1.386076,3.9991267
seq0919,baseline,1.3782945,3.968128
seq0920,baseline,1.3862786,3.999937
seq0921,baseline,1.3809313,3.9786048
seq0922,baseline,1.3849639,3.9946816
seq0923,baseline,1.380755,3.9779034
seq0924,baseline,1.3816757,3.9815679
seq0925,baseline,1.3879117,4.0064745
seq0926,baseline,1.376226,3.9599283
seq0927,baseline,1.3892049,4.011659
seq0928,baseline,1.3800799,3.975219
seq0929,baseline,1.3890839,4.0111732
seq0930,baseline,1.3851641,3.9954817
seq0931,baseline,1.3953958,4.0365715
seq0932,baseline,1.3773897,3.9645393
seq0933,baseline,1.3879066,4.006454
seq0934,baseline,1.380079,3.9752157
seq0935,baseline,1.3790362,3.9710722
seq0936,baseline,1.3816749,3.9815645
seq0937,baseline,1.3840572,3.9910614
seq0938,baseline,1.3767537,3.962019
seq0939,baseline,1.3851446,3.9954035
seq0940,baseline,1.3810843,3.9792142
seq0941,baseline,1.3826054,3.9852715
seq0942,baseline,1.3780335,3.9670928
seq0943,baseline,1.3921733,4.0235853
seq0944,baseline,1.3847902,3.9939876
seq0945,baseline,1.3876644,4.005484
seq0946,baseline,1.3848221,3.9941156
seq0947,baseline,1.3785403,3.9691036
seq0948,baseline,1.3915825,4.0212083
seq0949,baseline,1.3835198,3.988917
seq0950,baseline,1.3972859,4.044209
seq0951,baseline,1.3906052,4.0172806
seq0952,baseline,1.3873693,4.004302
seq0953,baseline,1.3819548,3.9826794
seq0954,baseline,1.3902097,4.0156918
seq0955,baseline,1.3917029,4.0216928
seq0956,baseline,1.3943686,4.032428
seq0957,baseline,1.392975,4.0268116
seq0958,baseline,1.3955387,4.037149
seq0959,baseline,1.3895298,4.012963
seq0960,baseline,1.3855859,3.997167
seq0961,baseline,1.3773679,3.964453
seq0962,baseline,1.3992118,4.052005
seq0963,baseline,1.3801658,3.9755607
seq0964,baseline,1.3799984,3.9748952
seq0965,baseline,1.3814869,3.9808164
seq0966,baseline,1.3840739,3.991128
seq0967,baseline,1.3797945,3.9740849
seq0968,baseline,1.3837713,3.9899206
seq0969,baseline,1.3780202,3.9670396
seq0970,baseline,1.3753101,3.9563031
seq0971,baseline,1.3830599,3.9870827
seq0972,baseline,1.3872842,4.003961
seq0973,baseline,1.3808328,3.9782135
seq0974,baseline,1.3798922,3.9744732
seq0975,baseline,1.3854601,3.9966645
seq0976,baseline,1.3979346,4.0468326
seq0977,baseline,1.3875614,4.0050716
seq0978,baseline,1.3875451,4.0050063
seq0979,baseline,1.3908308,4.0181866
seq0980,baseline,1.3874974,4.004815
seq0981,baseline,1.3840572,3.9910614
seq0982,baseline,1.3875569,4.0050535
seq0983,baseline,1.374205,3.9519339
seq0984,baseline,1.3796175,3.9733813
seq0985,baseline,1.3819766,3.9827664
seq0986,baseline,1.3731949,3.9479437
seq0987,baseline,1.394388,4.0325055
seq0988,baseline,1.3873278,4.0041356
seq0989,baseline,1.3860637,3.9990773
seq0990,baseline,1.385902,3.998431
seq0991,baseline,1.396315,4.0402837
seq0992,baseline,1.3883913,4.008396
seq0993,baseline,1.3940855,4.0312862
seq0994,baseline,1.3823031,3.984067
seq0995,baseline,1.3829858,3.9867878
seq0996,baseline,1.3780789,3.967273
seq0997,baseline,1.3794715,3.9728017
seq0998,baseline,1.3900928,4.015223
seq0999,baseline,1.396667,4.0417066
seq1000,baseline,1.3870548,4.0030427
seq1001,baseline,1.3868777,4.002334
seq1002,baseline,1.3901689,4.015528
seq1003,baseline,1.379403,3.9725292
seq1004,baseline,1.389644,4.013421
seq1005,baseline,1.3878616,4.006274
seq1006,baseline,1.3873711,4.004309
seq1007,baseline,1.376611,3.9614534
seq1008,baseline,1.3887448,4.009814
seq1009,baseline,1.3851672,3.9954941
seq1010,baseline,1.3868744,4.002321
seq1011,baseline,1.378074,3.9672534
seq1012,baseline,1.382083,3.98319
seq1013,baseline,1.384356,3.992254
seq1014,baseline,1.3770075,3.9630241
seq1015,baseline,1.3826236,3.9853437
seq1016,baseline,1.3902524,4.0158634
seq1017,baseline,1.3931,4.027315
seq1018,baseline,1.3871833,4.0035577
seq1019,baseline,1.3938866,4.030484
seq1020,baseline,1.3902364,4.015799
seq1021,baseline,1.3750769,3.9553807
seq1022,baseline,1.3830315,3.9869697
seq1023,baseline,1.3887781,4.0099473
seq1024,baseline,1.3861368,3.9993694
seq1025,baseline,1.3798031,3.974119
seq1026,baseline,1.3871124,4.0032735
seq1027,baseline,1.3887969,4.0100226
seq1028,baseline,1.3775375,3.9651253
seq1029,baseline,1.38269,3.9856083
seq1030,baseline,1.3879071,4.006456
seq1031,baseline,1.381279,3.9799886
seq1032,baseline,1.3805159,3.9769528
seq1033,baseline,1.3915038,4.020892
seq1034,baseline,1.3719809,3.943154
seq1035,baseline,1.3733945,3.9487321
seq1036,baseline,1.37567,3.9577274
seq1037,baseline,1.3910451,4.019048
seq1038,baseline,1.3945836,4.0332947
seq1039,baseline,1.3875924,4.0051956
seq1040,baseline,1.3777734,3.966061
seq1041,baseline,1.3838241,3.9901311
seq1042,baseline,1.382869,3.986322
seq1043,baseline,1.385548,3.9970157
seq1044,baseline,1.3916258,4.021383
seq1045,baseline,1.378283,3.9680827
seq1046,baseline,1.3888171,4.0101037
seq1047,baseline,1.3851328,3.9953566
seq1048,baseline,1.3905394,4.0170164
seq1049,baseline,1.3950405,4.035138
seq1050,baseline,1.3837854,3.9899766
seq1051,baseline,1.3792647,3.97198
seq1052,baseline,1.3866881,4.0015755
seq1053,baseline,1.3913827,4.020405
seq1054,baseline,1.3788325,3.9702632
seq1055,baseline,1.3845075,3.9928591
seq1056,baseline,1.3767377,3.9619555
seq1057,baseline,1.3758992,3.9586346
seq1058,baseline,1.3852351,3.995765
seq1059,baseline,1.3897628,4.0138974
seq1060,baseline,1.3828923,3.986415
seq1061,baseline,1.3911358,4.0194125
seq1062,baseline,1.3904034,4.01647
seq1063,baseline,1.3885922,4.009202
seq1064,baseline,1.374104,3.9515345
seq1065,baseline,1.3941933,4.031721
seq1066,baseline,1.3768147,3.9622605
seq1067,baseline,1.3880966,4.0072155
seq1068,baseline,1.3829602,3.9866855
seq1069,baseline,1.3754952,3.9570358
seq1070,baseline,1.3960629,4.0392656
seq1071,baseline,1.3901854,4.015594
seq1072,baseline,1.3832518,3.9878483
seq1073,baseline,1.374451,3.9529061
seq1074,baseline,1.3835757,3.9891398
seq1075,baseline,1.3867348,4.0017624
seq1076,baseline,1.3756422,3.9576175
seq1077,baseline,1.3875005,4.0048275
seq1078,baseline,1.3891629,4.0114903
seq1079,baseline,1.3835126,3.9888885
seq1080,baseline,1.3858242,3.9981196
seq1081,baseline,1.3884047,4.0084505
seq1082,baseline,1.3749881,3.9550292
seq1083,baseline,1.3856922,3.9975924
seq1084,baseline,1.3845155,3.9928908
seq1085,baseline,1.3929472,4.0267005
seq1086,baseline,1.3710898,3.939642
seq1087,baseline,1.3907988,4.0180583
seq1088,baseline,1.3960806,4.0393376
seq1089,baseline,1.3904443,4.016634
seq1090,baseline,1.3862033,3.9996355
seq1091,baseline,1.3803014,3.9760997
seq1092,baseline,1.3752244,3.955964
seq1093,baseline,1.3853542,3.9962409
seq1094,baseline,1.3919766,4.0227933
seq1095,baseline,1.3782667,3.9680178
seq1096,baseline,1.404073,4.0717506
seq1097,baseline,1.3778104,3.9662075
seq1098,baseline,1.3909645,4.0187244
seq1099,baseline,1.3882227,4.007721
seq1100,baseline,1.3811725,3.9795651
seq1101,baseline,1.3829331,3.9865777
seq1102,baseline,1.3874577,4.0046563
seq1103,baseline,1.382311,3.9840984
seq1104,baseline,1.3730136,3.9472284
seq1105,baseline,1.3798381,3.974258
seq1106,baseline,1.3874315,4.004551
seq1107,baseline,1.3886656,4.009496
seq1108,baseline,1.3833995,3.9884374
seq1109,baseline,1.3904265,4.016563
seq1110,baseline,1.3803645,3.9763505
seq1111,baseline,1.3963841,4.0405636
seq1112,baseline,1.3847449,3.9938068
seq1113,baseline,1.3857853,3.9979644
seq1114,baseline,1.3969752,4.0429525
seq1115,baseline,1.3822321,3.983784
seq1116,baseline,1.3869841,4.00276
seq1117,baseline,1.3852128,3.995676
seq1118,baseline,1.3699539,3.935169
seq1119,baseline,1.3799729,3.9747941
seq1120,baseline,1.3765273,3.9611218
seq1121,baseline,1.3798152,3.9741676
seq1122,baseline,1.3792995,3.9721181
seq1123,baseline,1.3918121,4.022132
seq1124,baseline,1.3808494,3.9782794
seq1125,baseline,1.3846023,3.9932375
seq1126,baseline,1.3811463,3.9794605
seq1127,baseline,1.3995141,4.0532303
seq1128,baseline,1.3767023,3.961815
seq1129,baseline,1.3866256,4.001325
seq1130,baseline,1.3853271,3.9961329
seq1131,baseline,1.3871166,4.00329
seq1132,baseline,1.3896016,4.013251
seq1133,baseline,1.3762283,3.9599376
seq1134,baseline,1.3783698,3.9684272
seq1135,baseline,1.3903363,4.0162005
seq1136,baseline,1.387104,4.00324
seq1137,baseline,1.3764805,3.960936
seq1138,baseline,1.3930959,4.027299
seq1139,baseline,1.3821367,3.9834037
seq1140,baseline,1.3809364,3.9786253
seq1141,baseline,1.3832936,3.9880147
seq1142,baseline,1.3866544,4.00144
seq1143,baseline,1.3713855,3.9408069
seq1144,baseline,1.3922303,4.023814
seq1145,baseline,1.3816369,3.9814136
seq1146,baseline,1.3849977,3.994817
seq1147,baseline,1.3843914,3.9923956
seq1148,baseline,1.3845971,3.9932165
seq1149,baseline,1.3789775,3.9708395
seq1150,baseline,1.3843794,3.9923475
seq1151,baseline,1.3847507,3.9938304
seq1152,baseline,1.4024625,4.0651984
seq1153,baseline,1.3950574,4.0352063
seq1154,baseline,1.392231,4.023817
seq1155,baseline,1.3864169,4.00049
seq1156,baseline,1.3851298,3.9953446
seq1157,baseline,1.382702,3.9856565
seq1158,baseline,1.3862149,3.999682
seq1159,baseline,1.3775929,3.9653451
seq1160,baseline,1.38408,3.9911525
seq1161,baseline,1.3821359,3.9834006
seq1162,baseline,1.3794732,3.9728081
seq1163,baseline,1.390587,4.017207
seq1164,baseline,1.3791333,3.9714582
seq1165,baseline,1.391445,4.0206556
seq1166,baseline,1.3821213,3.9833426
seq1167,baseline,1.3815126,3.980919
seq1168,baseline,1.3879919,4.006796
seq1169,baseline,1.3921038,4.0233054
seq1170,baseline,1.384523,3.992921
seq1171,baseline,1.3771317,3.963517
seq1172,baseline,1.382469,3.9847276
seq1173,baseline,1.3890842,4.0111747
seq1174,baseline,1.390521,4.0169425
seq1175,baseline,1.3755317,3.95718
seq1176,baseline,1.3884803,4.0087533
seq1177,baseline,1.38396,3.9906735
seq1178,baseline,1.3878363,4.0061727
seq1179,baseline,1.3832817,3.9879677
seq1180,baseline,1.3780336,3.967093
seq1181,baseline,1.390565,4.017119
seq1182,baseline,1.3894138,4.0124974
seq1183,baseline,1.3951911,4.0357456
seq1184,baseline,1.390206,4.015677
seq1185,baseline,1.3807431,3.9778564
seq1186,baseline,1.3897556,4.0138693
seq1187,baseline,1.3844327,3.9925604
seq1188,baseline,1.3849188,3.9945016
seq1189,baseline,1.382668,3.9855206
seq1190,baseline,1.391578,4.02119
seq1191,baseline,1.372463,3.9450552
seq1192,baseline,1.3827088,3.9856832
seq1193,baseline,1.3850497,3.9950242
seq1194,baseline,1.3801628,3.975549
seq1195,baseline,1.3919263,4.022591
seq1196,baseline,1.3787196,3.969815
seq1197,baseline,1.3780037,3.9669743
seq1198,baseline,1.3893961,4.0124264
seq1199,baseline,1.382362,3.9843013
seq1200,baseline,1.3768035,3.9622164
seq1201,baseline,1.3857969,3.9980109
seq1202,baseline,1.3870038,4.0028386
seq1203,baseline,1.3850955,3.9952075
seq1204,baseline,1.3884308,4.0085554
seq1205,baseline,1.4015576,4.061521
seq1206,baseline,1.3809525,3.9786894
seq1207,baseline,1.3871739,4.0035195
seq1208,baseline,1.3763146,3.9602795
seq1209,baseline,1.3880545,4.0070467
seq1210,baseline,1.3779945,3.966938
seq1211,baseline,1.3878641,4.0062838
seq1212,baseline,1.3866163,4.0012884
seq1213,baseline,1.3887447,4.009814
seq1214,baseline,1.3894897,4.0128016
seq1215,baseline,1.3851683,3.9954982
seq1216,baseline,1.3829759,3.9867482
seq1217,baseline,1.3729019,3.9467874
seq1218,baseline,1.3870541,4.0030403
seq1219,baseline,1.3862158,3.9996858
seq1220,baseline,1.3765363,3.9611573
seq1221,baseline,1.3903999,4.0164557
seq1222,baseline,1.3723946,3.9447854
seq1223,baseline,1.3771664,3.9636545
seq1224,baseline,1.398123,4.0475955
seq1225,baseline,1.3822837,3.9839895
seq1226,baseline,1.392351,4.0243
seq1227,baseline,1.3905703,4.0171404
seq1228,baseline,1.3940754,4.0312457
seq1229,baseline,1.3940073,4.030971
seq1230,baseline,1.3805068,3.9769166
seq1231,baseline,1.3890159,4.0109015
seq1232,baseline,1.3851347,3.995364
